product,file_idx,day,timestamp,S,V,K,T,fair_iv,theo_price,theo_diff,theo_diff_mean,theo_diff_dev,raw_scale
VEV_5000,0,0,0,5250.0,257.5,5000,0.021917808219178082,0.24195234545996075,257.31071359658745,0.18928640341255232,0.18928640341255232,0.0,0.0
VEV_5000,0,0,100,5251.0,258.0,5000,0.021917534246575342,0.2419749548704596,258.22983424699214,-0.22983424699214083,0.17285029947511338,-0.4026845464672542,0.015791550841853106
VEV_5000,0,0,300,5250.0,257.5,5000,0.021916986301369863,0.2419524536495817,257.3101837114209,0.18981628857909527,0.1735156323811519,0.01630065619794338,0.015811515757778217
VEV_5000,0,0,400,5250.0,257.5,5000,0.021916712328767123,0.24195248971464994,257.3100070848823,0.18999291511772753,0.17416180033160583,0.015831114786121703,0.01581228434712502
VEV_5000,0,0,500,5249.5,256.5,5000,0.021916438356164383,0.24194127411444183,256.85047590053,-0.3504759005300002,0.15358777284683697,-0.5040636733768372,0.03495939764240785
VEV_5000,0,0,600,5248.0,255.5,5000,0.021916164383561643,0.24190769710227422,255.47342873566868,0.02657126433132362,0.148606733297209,-0.12203546896588538,0.03837414553744619
VEV_5000,0,0,700,5248.0,255.5,5000,0.021915890410958903,0.2419077325730509,255.47324960056085,0.026750399439151806,0.14382805353806952,-0.11707765409891771,0.04146055763789606
VEV_5000,0,0,800,5247.0,254.5,5000,0.021915616438356166,0.24188547766584448,254.5561588456012,-0.05615884560120321,0.13598543004241176,-0.19214427564361497,0.047369723049885036
VEV_5000,0,0,900,5246.0,253.5,5000,0.021915342465753426,0.24186331730130656,253.63987622264995,-0.1398762226499457,0.12516732601526048,-0.2650435486652062,0.05590595150538783
VEV_5000,0,0,1000,5247.0,254.5,5000,0.021915068493150683,0.24188554801840942,254.55579805482284,-0.05579805482284428,0.11807064441376618,-0.17386869923661047,0.0605319416124946
VEV_5000,0,0,1100,5249.0,256.0,5000,0.021914794520547946,0.24193026081707406,256.39025284208856,-0.3902528420885574,0.09813639004112604,-0.48838923212968344,0.07731065888767848
VEV_5000,0,0,1200,5248.0,255.5,5000,0.021914520547945206,0.2419079099406694,255.47235393864958,0.027646061350424134,0.0953720634258044,-0.06772600207538026,0.07693478999307855
VEV_5000,0,0,1300,5247.5,255.0,5000,0.021914246575342466,0.24189678759644742,255.01361490576983,-0.013614905769827601,0.09109806463381884,-0.10471297040364644,0.07802413040133611
VEV_5000,0,0,1400,5247.0,254.5,5000,0.021913972602739726,0.24188568873443794,254.5550764840591,-0.05507648405910004,0.08536572939095928,-0.1404422134500593,0.08047189836403114
VEV_5000,0,0,1500,5246.0,254.0,5000,0.021913698630136987,0.24186352660162957,253.63878626389214,0.3612137361078567,0.096183298281818,0.2650304378260387,0.08770948814685496
VEV_5000,0,0,1600,5246.0,253.5,5000,0.021913424657534247,0.24186356148816957,253.6386046072157,-0.13860460721571144,0.08697592943877763,-0.22558053665448907,0.09311619593146807
VEV_5000,0,0,1700,5246.0,253.5,5000,0.021913150684931507,0.24186359637561047,253.63842295143058,-0.13842295143058436,0.07813675763997913,-0.2165597090705635,0.09795711801535417
VEV_5000,0,0,1800,5246.0,253.5,5000,0.021912876712328767,0.2418636312639523,253.63824129653494,-0.1382412965349431,0.0696513437507665,-0.20789264028570958,0.10226831496713282
VEV_5000,0,0,1900,5247.0,254.5,5000,0.021912602739726027,0.2418858646499114,254.55417454084818,-0.054174540848180186,0.06479542670767055,-0.11896996755585074,0.10292328173531784
VEV_5000,0,0,2000,5247.0,254.5,5000,0.021912328767123287,0.24188589983573147,254.5539941549041,-0.0539941549041032,0.06013701174250295,-0.11413116664660615,0.10336280663379974
VEV_5000,0,0,2100,5247.0,254.5,5000,0.021912054794520547,0.2418859350224601,254.55381376986043,-0.053813769860425964,0.05566835364042731,-0.10948212350085328,0.10360277984427242
VEV_5000,0,0,2200,5247.0,254.5,5000,0.021911780821917807,0.2418859702100973,254.55363338571715,-0.053633385717148485,0.05138201092052238,-0.10501539663767087,0.10365817658126844
VEV_5000,0,0,2300,5248.0,255.5,5000,0.021911506849315067,0.2419083002300267,255.47038356238954,0.02961643761045707,0.05052845902601002,-0.02091202141555295,0.10041322931986783
VEV_5000,0,0,2400,5248.0,255.5,5000,0.02191123287671233,0.24190833571637377,255.47020444272766,0.029795557272336737,0.04971540405527773,-0.019919846782940995,0.0972566260831256
VEV_5000,0,0,2600,5247.0,254.5,5000,0.02191068493150685,0.24188611096973256,254.55291185814258,-0.05291185814257915,0.04569080553771472,-0.09860266368029387,0.09730941187124985
VEV_5000,0,0,2700,5246.0,253.5,5000,0.02191041095890411,0.24186394529957636,253.63660644256834,-0.1366064425683362,0.03854189384728135,-0.17514833641561756,0.10036191871612701
VEV_5000,0,0,2800,5245.0,253.0,5000,0.02191013698630137,0.24184187425193968,252.72111537520414,0.2788846247958645,0.047967098982519905,0.2309175258133446,0.10548174644542967
VEV_5000,0,0,2900,5247.0,254.0,5000,0.02190986301369863,0.24188621654900078,254.55237072191085,-0.5523707219108474,0.024424439339642758,-0.5767951612504901,0.12396462545739283
