product,day_num,timestamp,r_t,r_t1
VEV_5000,0,100,0.5388503639696864,-0.9998282035057854
VEV_5000,0,200,-0.9998282035057854,0.5001717955919956
VEV_5000,0,300,0.5001717955919956,-0.4998282053111325
VEV_5000,0,400,-0.4998282053111325,0.9226279616395914
VEV_5000,0,500,0.9226279616395914,-0.0781440632581507
VEV_5000,0,600,-0.0781440632581507,0.0001742338654366904
VEV_5000,0,700,0.0001742338654366904,-0.0789215347613208
VEV_5000,0,800,-0.0789215347613208,-0.07970694228697542
VEV_5000,0,900,-0.07970694228697542,0.00017669487442623089
VEV_5000,0,1000,0.00017669487442623089,0.159148708747125
VEV_5000,0,1100,0.159148708747125,0.0001742294225551
VEV_5000,0,1200,0.0001742294225551,-0.07891539350748641
VEV_5000,0,1300,-0.07891539350748641,0.00017545680475450354
VEV_5000,0,1400,0.00017545680475450354,-0.0796995402051835
VEV_5000,0,1500,-0.0796995402051835,0.4599422602341292
VEV_5000,0,1600,0.4599422602341292,0.00017730807303448226
VEV_5000,0,1700,0.00017730807303448226,-0.45958950204385474
VEV_5000,0,1800,-0.45958950204385474,-0.4597893856716837
VEV_5000,0,1900,-0.4597893856716837,0.5400115819293205
VEV_5000,0,2000,0.5400115819293205,-0.5396594465100861
VEV_5000,0,2100,-0.5396594465100861,0.00017606638994038804
VEV_5000,0,2200,0.00017606638994038804,0.5400097293741055
VEV_5000,0,2300,0.5400097293741055,-0.42074845112529147
VEV_5000,0,2400,-0.42074845112529147,0.4210993462193074
VEV_5000,0,2500,0.4210993462193074,-0.07968596905175224
VEV_5000,0,2600,-0.07968596905175224,0.0001766800060068463
VEV_5000,0,2700,0.0001766800060068463,-0.08047679713581601
VEV_5000,0,2800,-0.08047679713581601,-1.4191698454715154
VEV_5000,0,2900,-1.4191698454715154,1.419525681254527
VEV_5000,0,3000,1.419525681254527,0.08082767263658758
VEV_5000,0,3100,0.08082767263658758,-0.08047184032420779
VEV_5000,0,3200,-0.08047184032420779,0.45955421259714047
VEV_5000,0,3300,0.45955421259714047,-0.5406457240724193
VEV_5000,0,3400,-0.5406457240724193,0.00017915858825290343
VEV_5000,0,3500,0.00017915858825290343,-0.08207383006720192
VEV_5000,0,3600,-0.08207383006720192,0.08243214466438081
VEV_5000,0,3700,0.08243214466438081,1.8348631734234004
VEV_5000,0,3800,1.8348631734234004,-1.4581839104948813
VEV_5000,0,3900,-1.4581839104948813,-0.0832920442171598
VEV_5000,0,4000,-0.0832920442171598,-0.04186270421541849
VEV_5000,0,4100,-0.04186270421541849,-0.04206865858031961
VEV_5000,0,4200,-0.04206865858031961,-0.4575655002836357
VEV_5000,0,4300,-0.4575655002836357,-0.1700703636815888
VEV_5000,0,4400,-0.1700703636815888,0.45709817014812876
VEV_5000,0,4500,0.45709817014812876,-0.45672725690747035
VEV_5000,0,4600,-0.45672725690747035,0.37029173886003264
VEV_5000,0,4700,0.37029173886003264,0.043696826517589216
VEV_5000,0,4800,0.043696826517589216,-0.08704426608164795
VEV_5000,0,4900,-0.08704426608164795,-0.4125822730793516
VEV_5000,0,5000,-0.4125822730793516,1.0001867292021416
VEV_5000,0,5100,1.0001867292021416,0.0001867283881438024
VEV_5000,0,5200,0.0001867283881438024,-0.0870391403987013
VEV_5000,0,5300,-0.0870391403987013,0.00018800901852950025
VEV_5000,0,5400,0.00018800901852950025,0.0874113116697117
VEV_5000,0,5500,0.0874113116697117,-0.0870352960464515
VEV_5000,0,5600,-0.0870352960464515,0.00018800660654959972
VEV_5000,0,5700,0.00018800660654959972,0.0001880058016467956
VEV_5000,0,5800,0.0001880058016467956,-0.8262255244408152
VEV_5000,0,5900,-0.8262255244408152,0.00018544471549830632
VEV_5000,0,6000,0.00018544471549830632,0.9138197020010921
VEV_5000,0,6100,0.9138197020010921,-0.1750989047395705
VEV_5000,0,6200,-0.1750989047395705,-0.04416930902971211
VEV_5000,0,6300,-0.04416930902971211,-0.04438494065652779
VEV_5000,0,6400,-0.04438494065652779,-0.0896122353769897
VEV_5000,0,6500,-0.0896122353769897,0.0001918768821269068
VEV_5000,0,6600,0.0001918768821269068,0.00019187610269000288
VEV_5000,0,6700,0.00019187610269000288,0.00019187532507208838
VEV_5000,0,6800,0.00019187532507208838,0.08998949983379129
VEV_5000,0,6900,0.08998949983379129,0.00019057619192611175
VEV_5000,0,7000,0.00019057619192611175,-0.08960445471620912
VEV_5000,0,7100,-0.08960445471620912,0.08998560474174153
VEV_5000,0,7200,0.08998560474174153,-0.2791243165538617
VEV_5000,0,7300,-0.2791243165538617,0.45648121314661694
VEV_5000,0,7400,0.45648121314661694,0.00018799212648449443
VEV_5000,0,7500,0.00018799212648449443,-0.13221548633555358
VEV_5000,0,7600,-0.13221548633555358,0.0445394829093857
VEV_5000,0,7700,0.0445394829093857,-0.13350907528729292
VEV_5000,0,7800,-0.13350907528729292,-0.135473536547579
VEV_5000,0,7900,-0.135473536547579,0.0001931686419993084
VEV_5000,0,8000,0.0001931686419993084,0.3625395448816562
VEV_5000,0,8100,0.3625395448816562,-0.0461358452230342
VEV_5000,0,8200,-0.0461358452230342,-0.04635960192808859
VEV_5000,0,8300,-0.04635960192808859,-0.5465842741741653
VEV_5000,0,8400,-0.5465842741741653,0.500197102411221
VEV_5000,0,8500,0.500197102411221,-0.0940433409150501
VEV_5000,0,8600,-0.0940433409150501,0.0474318979386226
VEV_5000,0,8700,0.0474318979386226,0.5472027457626608
VEV_5000,0,8800,0.5472027457626608,-0.8140454300782949
VEV_5000,0,8900,-0.8140454300782949,0.454092892378867
VEV_5000,0,9000,0.454092892378867,0.36054383381815563
VEV_5000,0,9100,0.36054383381815563,-0.4064779940317748
VEV_5000,0,9200,-0.4064779940317748,1.3598705054373568
VEV_5000,0,9300,1.3598705054373568,-1.3594789482067426
VEV_5000,0,9400,-1.3594789482067426,-0.31585565075238264
VEV_5000,0,9500,-0.31585565075238264,0.0908340876994771
VEV_5000,0,9600,0.0908340876994771,0.3639007669908096
VEV_5000,0,9700,0.3639007669908096,-0.5456793029179606
VEV_5000,0,9800,-0.5456793029179606,0.5917170689408522
VEV_5000,0,9900,0.5917170689408522,-0.591328146098931
VEV_5000,0,10000,-0.591328146098931,-0.09221839720703429
VEV_5000,0,10100,-0.09221839720703429,0.09260731700760516
VEV_5000,0,10200,0.09260731700760516,0.5460642971675043
VEV_5000,0,10300,0.5460642971675043,-0.4541593122939957
VEV_5000,0,10400,-0.4541593122939957,0.09082235515870707
VEV_5000,0,10500,0.09082235515870707,0.4549881336834004
VEV_5000,0,10600,0.4549881336834004,-0.4546044429735047
VEV_5000,0,10700,-0.4546044429735047,0.08993885729159962
VEV_5000,0,10800,0.08993885729159962,0.00019054547738051042
VEV_5000,0,10900,0.00019054547738051042,0.044735658083482094
VEV_5000,0,11000,0.044735658083482094,-0.044354569490678813
VEV_5000,0,11100,-0.044354569490678813,0.0001905431154227144
VEV_5000,0,11200,0.0001905431154227144,0.00019054232598139653
VEV_5000,0,11300,0.00019054232598139653,0.4104513161364593
VEV_5000,0,11400,0.4104513161364593,-0.41007023385009234
VEV_5000,0,11500,-0.41007023385009234,0.0890561450760288
VEV_5000,0,11600,0.0890561450760288,0.00018924620326291053
VEV_5000,0,11700,0.00018924620326291053,-0.0886737737600925
VEV_5000,0,11800,-0.0886737737600925,-0.08954219780025591
VEV_5000,0,11900,-0.08954219780025591,0.2667803176973393
VEV_5000,0,12000,0.2667803176973393,0.0873266102726119
VEV_5000,0,12100,0.0873266102726119,0.00018667143831409966
VEV_5000,0,12200,0.00018667143831409966,-0.9998133293765931
