product,horizon,bucket,residual_mean,future_change_mean,future_change_median,count
VEV_5000,1,0,-0.5377851413003952,0.4831893566523004,0.46225532841936,6000
VEV_5000,1,1,-0.20306071994743358,0.19062842861098206,0.04574597932605684,5999
VEV_5000,1,2,-0.02927009476951848,0.04022038187585607,0.0004092027384103164,6000
VEV_5000,1,3,0.15021469461543108,-0.136529153095784,-0.045702390540100196,5999
VEV_5000,1,4,0.6191120457117824,-0.5777168792218116,-0.486045590660524,6000
VEV_5000,2,0,-0.5377804306660983,0.480495515767276,0.45819523990985545,6000
VEV_5000,2,1,-0.20302874230062454,0.18659505155317527,0.06422895223204249,5999
VEV_5000,2,2,-0.029256385802960635,0.04438071498667005,0.0008335511611221869,5999
VEV_5000,2,3,0.15021469461543108,-0.13873346278276177,-0.070606741292977,5999
VEV_5000,2,4,0.6191120457117824,-0.572986826829771,-0.49391096514136734,6000
VEV_5000,5,0,-0.5377927631512115,0.4752244183902311,0.4285202747951188,5999
VEV_5000,5,1,-0.20299677010963418,0.18178677365485485,0.09382142763752202,5999
VEV_5000,5,2,-0.029242673043069194,0.03855719931181915,0.001466690981942501,5998
VEV_5000,5,3,0.15021469461543108,-0.11926986670772632,-0.0923541347247009,5999
VEV_5000,5,4,0.6191125805726869,-0.5767755650356373,-0.4935634611219938,5999
VEV_5000,10,0,-0.5377615093143742,0.4719145205450691,0.4038292238797112,5998
VEV_5000,10,1,-0.20294807722885375,0.18424735566334216,0.1272434282232099,5998
VEV_5000,10,2,-0.02922895645864658,0.044618707931665634,0.005742622381149004,5997
VEV_5000,10,3,0.1502383229958768,-0.13998551613817187,-0.13498004998928081,5998
VEV_5000,10,4,0.6191726649002605,-0.562014614088304,-0.4742253389044889,5998
VEV_5000,20,0,-0.5378190153641399,0.47703526979329275,0.4116399678987363,5996
VEV_5000,20,1,-0.20289727810823588,0.19329903169268478,0.14829271578810227,5996
VEV_5000,20,2,-0.02922918506152526,0.03923565881213334,0.004950787327288694,5995
VEV_5000,20,3,0.1501748934493258,-0.1386742863961105,-0.15569230362689265,5996
VEV_5000,20,4,0.6188528967871836,-0.5730385504655454,-0.4764217029401152,5996
VEV_5100,1,0,-0.47483623754158377,0.419367576963074,0.38305428106241374,6000
VEV_5100,1,1,-0.18399968872170075,0.17142797848535024,0.1277182181011085,5999
VEV_5100,1,2,-0.023679695896208178,0.023640240238386696,0.0003300250400570387,6000
VEV_5100,1,3,0.13679418193305068,-0.10650715625052981,-0.1036400150260306,5999
VEV_5100,1,4,0.5438026014974496,-0.5081293000721291,-0.42135496043601955,6000
VEV_5100,2,0,-0.47483623754158377,0.4277045867722369,0.37902355351570804,6000
VEV_5100,2,1,-0.18399968872170075,0.17424243772737338,0.1544118738347606,5999
VEV_5100,2,2,-0.02368386031798433,0.026233331897104438,0.0007836754157323766,5999
VEV_5100,2,3,0.13679418193305068,-0.12079519094419312,-0.1447849856895117,5999
VEV_5100,2,4,0.5438026014974496,-0.5077817484980038,-0.4226043587063941,6000
VEV_5100,5,0,-0.4748377217508041,0.4374545888376934,0.3834667462228935,5999
VEV_5100,5,1,-0.18399199654655746,0.17187292640962495,0.1533771674412492,5999
VEV_5100,5,2,-0.02365342927731167,0.013917904000362089,0.0012059317275543435,5998
VEV_5100,5,3,0.1368239982851298,-0.11986215750563584,-0.150447818315115,5999
VEV_5100,5,4,0.543854595168011,-0.5045221291057742,-0.4240594956381755,5999
VEV_5100,10,0,-0.4748051134498436,0.4221196868282965,0.36953139357888176,5998
VEV_5100,10,1,-0.18395717696416483,0.17000198353988588,0.14440339423663315,5998
VEV_5100,10,2,-0.023614984458699792,0.0270372251985979,0.006608263165162498,5997
VEV_5100,10,3,0.13683796852431315,-0.12092141142356878,-0.14880464187262984,5998
VEV_5100,10,4,0.5438997503943976,-0.5005113323231241,-0.41830090635698985,5998
VEV_5100,20,0,-0.47486539719706383,0.4245052420876194,0.36776694240438695,5996
VEV_5100,20,1,-0.18398544172764592,0.17233217553750368,0.14701116702462969,5996
VEV_5100,20,2,-0.023680588743280974,0.022295744045505484,0.0018525181963014031,5995
VEV_5100,20,3,0.1368164430250091,-0.11853470542389025,-0.14216123292180782,5996
VEV_5100,20,4,0.5437346163503022,-0.5048104912252901,-0.42119825544023115,5996
VEV_5200,1,0,-0.4494807196125106,0.3984682591201867,0.3655116968493531,6000
VEV_5200,1,1,-0.1783892645204052,0.16256900164252258,0.10141261166563709,5999
VEV_5200,1,2,-0.017483571725962904,0.023083897075702603,0.0007825246761967858,6000
VEV_5200,1,3,0.15006095044143625,-0.13271987102933078,-0.10603701875061233,5999
VEV_5200,1,4,0.49712896550503033,-0.45138542950580496,-0.4031417262049217,6000
VEV_5200,2,0,-0.4494807196125106,0.40536014875438187,0.36460769478367194,6000
VEV_5200,2,1,-0.1783892645204052,0.1605410877935312,0.12590187180467188,5999
VEV_5200,2,2,-0.017479779393086165,0.022203601919126882,0.001563924300171493,5999
VEV_5200,2,3,0.15006095044143625,-0.13283105076782598,-0.13813321912630278,5999
VEV_5200,2,4,0.49712896550503033,-0.45520173387715424,-0.4007950635341331,6000
VEV_5200,5,0,-0.44950235734646943,0.40701990795669707,0.36891164534199566,5999
VEV_5200,5,1,-0.1783892645204052,0.16726564927353635,0.14293881486764803,5999
VEV_5200,5,2,-0.017471317011755073,0.020146780524071334,0.0030241255533382527,5998
VEV_5200,5,3,0.15006738731623567,-0.13804350327054724,-0.15643046102104563,5999
VEV_5200,5,4,0.49717037959289906,-0.4560930844863875,-0.4010589698000332,5999
VEV_5200,10,0,-0.44952284386052627,0.40472921540144036,0.3671445397937987,5998
VEV_5200,10,1,-0.1783886227321982,0.16586688682479905,0.14368139717112163,5998
VEV_5200,10,2,-0.01746032269889259,0.0166301774064438,0.0036839828126176144,5997
VEV_5200,10,3,0.15008878891571645,-0.13599526990831576,-0.14961473693188054,5998
VEV_5200,10,4,0.49721179753174544,-0.45032567710823646,-0.4021279976607275,5998
VEV_5200,20,0,-0.4494849922139171,0.409934910533749,0.37327885295599117,5996
VEV_5200,20,1,-0.17836824988432598,0.16908950900982578,0.15433090129613442,5996
VEV_5200,20,2,-0.01747588447724349,0.019744923310077316,0.0059845289133590995,5995
VEV_5200,20,3,0.15003102874481183,-0.14062652798904907,-0.1600079275929147,5996
VEV_5200,20,4,0.497146976822743,-0.45610963637359864,-0.42098297847815047,5996
VEV_5300,1,0,-0.393184252234755,0.33694867522448846,0.3379709477353572,6000
VEV_5300,1,1,-0.16049570608043318,0.14061401760045164,0.10636964152286049,5999
VEV_5300,1,2,-0.006936501328625974,0.006271153404493516,0.00028187181601423833,6000
VEV_5300,1,3,0.14896700086205683,-0.1242495484955496,-0.10271150593348449,5999
VEV_5300,1,4,0.41384006895336156,-0.35938036025367887,-0.363348268186769,6000
VEV_5300,2,0,-0.393184252234755,0.348726273851943,0.35320906530421314,6000
VEV_5300,2,1,-0.16049570608043318,0.14279431244767868,0.1185455635873041,5999
VEV_5300,2,2,-0.006949093549656368,0.010640422650334623,0.0008768294183028047,5999
VEV_5300,2,3,0.1489383996171813,-0.13035238923850656,-0.1272207506735866,5999
VEV_5300,2,4,0.41382639657766207,-0.37131447501337544,-0.3707651029131966,6000
VEV_5300,5,0,-0.3932086633941507,0.3541776861615903,0.3498106163870034,5999
VEV_5300,5,1,-0.1604884912124047,0.14524271599577646,0.1330436326584277,5999
VEV_5300,5,2,-0.00693660010416278,0.009280544679112619,0.0020823238760386067,5998
VEV_5300,5,3,0.1489383996171813,-0.13340166918057608,-0.14190363444822657,5999
VEV_5300,5,4,0.4138384138369216,-0.37400311261580527,-0.3725678858968421,5999
VEV_5300,10,0,-0.3932320002921603,0.34736840126363816,0.3446278308740602,5998
VEV_5300,10,1,-0.16045993959361338,0.14897488708598125,0.14319176518574744,5998
VEV_5300,10,2,-0.006919501605255704,0.007985077635011245,0.0023098590554582743,5997
VEV_5300,10,3,0.1489803990261557,-0.13034318104383102,-0.1412488607240902,5998
VEV_5300,10,4,0.4138673660398552,-0.37137312371313075,-0.36120741034926596,5998
VEV_5300,20,0,-0.3932756649242458,0.3504475208088331,0.34330593366678386,5996
VEV_5300,20,1,-0.16043073874678113,0.15237738483720503,0.14827852961354887,5996
VEV_5300,20,2,-0.006894521518683571,0.005221663173072994,0.00017408982444067078,5995
VEV_5300,20,3,0.14897328048636344,-0.13056603062969815,-0.13700239173158474,5996
VEV_5300,20,4,0.41380521005210547,-0.37200321745757814,-0.363864655418638,5996
