day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
0,0,VOLCANIC_ROCK_VOUCHER_10500,99,19,,,,,100,19,,,,,99.5
0,100,VOLCANIC_ROCK_VOUCHER_10500,102,13,,,,,103,13,,,,,102.5
0,200,VOLCANIC_ROCK_VOUCHER_10500,104,15,,,,,105,15,,,,,104.5
0,300,VOLCANIC_ROCK_VOUCHER_10500,106,13,,,,,107,13,,,,,106.5
0,400,VOLCANIC_ROCK_VOUCHER_10500,102,15,,,,,103,15,,,,,102.5
0,500,VOLCANIC_ROCK_VOUCHER_10500,100,18,,,,,101,18,,,,,100.5
0,600,VOLCANIC_ROCK_VOUCHER_10500,99,15,,,,,100,15,,,,,99.5
0,700,VOLCANIC_ROCK_VOUCHER_10500,98,16,,,,,99,16,,,,,98.5
0,800,VOLCANIC_ROCK_VOUCHER_10500,96,10,,,,,97,10,,,,,96.5
0,900,VOLCANIC_ROCK_VOUCHER_10500,95,22,,,,,96,22,,,,,95.5
0,1000,VOLCANIC_ROCK_VOUCHER_10500,96,18,,,,,97,18,,,,,96.5
0,1100,VOLCANIC_ROCK_VOUCHER_10500,97,18,,,,,98,18,,,,,97.5
0,1200,VOLCANIC_ROCK_VOUCHER_10500,99,15,,,,,100,15,,,,,99.5
0,1300,VOLCANIC_ROCK_VOUCHER_10500,102,15,,,,,103,15,,,,,102.5
0,1400,VOLCANIC_ROCK_VOUCHER_10500,102,17,,,,,103,17,,,,,102.5
0,1500,VOLCANIC_ROCK_VOUCHER_10500,99,20,,,,,100,20,,,,,99.5
0,1600,VOLCANIC_ROCK_VOUCHER_10500,99,11,,,,,100,11,,,,,99.5
0,1700,VOLCANIC_ROCK_VOUCHER_10500,96,20,,,,,97,20,,,,,96.5
0,1800,VOLCANIC_ROCK_VOUCHER_10500,96,14,,,,,97,14,,,,,96.5
0,1900,VOLCANIC_ROCK_VOUCHER_10500,93,19,,,,,94,19,,,,,93.5
0,2000,VOLCANIC_ROCK_VOUCHER_10500,93,2,,,,,94,15,,,,,93.5
0,2100,VOLCANIC_ROCK_VOUCHER_10500,91,13,,,,,92,13,,,,,91.5
0,2200,VOLCANIC_ROCK_VOUCHER_10500,90,17,,,,,91,17,,,,,90.5
0,2300,VOLCANIC_ROCK_VOUCHER_10500,93,20,,,,,94,20,,,,,93.5
0,2400,VOLCANIC_ROCK_VOUCHER_10500,90,15,,,,,91,15,,,,,90.5
0,2500,VOLCANIC_ROCK_VOUCHER_10500,88,16,,,,,89,16,,,,,88.5
0,2600,VOLCANIC_ROCK_VOUCHER_10500,85,5,,,,,86,15,,,,,85.5
0,2700,VOLCANIC_ROCK_VOUCHER_10500,80,18,,,,,82,18,,,,,81
0,2800,VOLCANIC_ROCK_VOUCHER_10500,84,20,,,,,85,20,,,,,84.5
0,2900,VOLCANIC_ROCK_VOUCHER_10500,84,20,,,,,85,20,,,,,84.5
0,3000,VOLCANIC_ROCK_VOUCHER_10500,87,15,,,,,88,15,,,,,87.5
0,3100,VOLCANIC_ROCK_VOUCHER_10500,85,18,,,,,86,21,,,,,85.5
0,3200,VOLCANIC_ROCK_VOUCHER_10500,87,14,,,,,88,14,,,,,87.5
0,3300,VOLCANIC_ROCK_VOUCHER_10500,87,12,,,,,88,12,,,,,87.5
0,3400,VOLCANIC_ROCK_VOUCHER_10500,87,12,,,,,88,12,,,,,87.5
0,3500,VOLCANIC_ROCK_VOUCHER_10500,92,12,,,,,93,12,,,,,92.5
0,3600,VOLCANIC_ROCK_VOUCHER_10500,89,16,,,,,90,16,,,,,89.5
0,3700,VOLCANIC_ROCK_VOUCHER_10500,89,12,,,,,90,12,,,,,89.5
0,3800,VOLCANIC_ROCK_VOUCHER_10500,89,12,,,,,90,12,,,,,89.5
0,3900,VOLCANIC_ROCK_VOUCHER_10500,88,10,,,,,89,10,,,,,88.5
0,4000,VOLCANIC_ROCK_VOUCHER_10500,86,15,,,,,87,15,,,,,86.5
0,4100,VOLCANIC_ROCK_VOUCHER_10500,84,20,,,,,85,20,,,,,84.5
0,4200,VOLCANIC_ROCK_VOUCHER_10500,,,,,,,81,4,82,14,,,81
0,4300,VOLCANIC_ROCK_VOUCHER_10500,81,12,,,,,82,12,,,,,81.5
0,4400,VOLCANIC_ROCK_VOUCHER_10500,78,19,,,,,79,19,,,,,78.5
0,4500,VOLCANIC_ROCK_VOUCHER_10500,77,10,,,,,78,10,,,,,77.5
0,4600,VOLCANIC_ROCK_VOUCHER_10500,75,13,,,,,76,13,,,,,75.5
0,4700,VOLCANIC_ROCK_VOUCHER_10500,77,19,,,,,78,19,,,,,77.5
0,4800,VOLCANIC_ROCK_VOUCHER_10500,80,16,,,,,81,16,,,,,80.5
0,4900,VOLCANIC_ROCK_VOUCHER_10500,80,10,,,,,81,10,,,,,80.5
0,5000,VOLCANIC_ROCK_VOUCHER_10500,79,12,,,,,80,12,,,,,79.5
0,5100,VOLCANIC_ROCK_VOUCHER_10500,75,15,,,,,76,15,,,,,75.5
0,5200,VOLCANIC_ROCK_VOUCHER_10500,76,5,,,,,77,17,,,,,76.5
0,5300,VOLCANIC_ROCK_VOUCHER_10500,74,14,,,,,75,14,,,,,74.5
0,5400,VOLCANIC_ROCK_VOUCHER_10500,74,20,,,,,75,20,,,,,74.5
0,5500,VOLCANIC_ROCK_VOUCHER_10500,70,20,,,,,71,20,,,,,70.5
0,5600,VOLCANIC_ROCK_VOUCHER_10500,72,13,,,,,73,13,,,,,72.5
0,5700,VOLCANIC_ROCK_VOUCHER_10500,71,14,,,,,72,14,,,,,71.5
0,5800,VOLCANIC_ROCK_VOUCHER_10500,70,12,,,,,71,12,,,,,70.5
0,5900,VOLCANIC_ROCK_VOUCHER_10500,66,17,,,,,67,17,,,,,66.5
0,6000,VOLCANIC_ROCK_VOUCHER_10500,72,13,,,,,73,13,,,,,72.5
0,6100,VOLCANIC_ROCK_VOUCHER_10500,70,12,,,,,71,12,,,,,70.5
0,6200,VOLCANIC_ROCK_VOUCHER_10500,72,14,,,,,73,14,,,,,72.5
0,6300,VOLCANIC_ROCK_VOUCHER_10500,70,25,,,,,71,18,,,,,70.5
0,6400,VOLCANIC_ROCK_VOUCHER_10500,71,3,,,,,72,16,,,,,71.5
0,6500,VOLCANIC_ROCK_VOUCHER_10500,71,20,,,,,72,20,,,,,71.5
0,6600,VOLCANIC_ROCK_VOUCHER_10500,70,15,,,,,71,15,,,,,70.5
0,6700,VOLCANIC_ROCK_VOUCHER_10500,64,20,,,,,65,20,,,,,64.5
0,6800,VOLCANIC_ROCK_VOUCHER_10500,67,18,,,,,68,18,,,,,67.5
0,6900,VOLCANIC_ROCK_VOUCHER_10500,67,13,,,,,68,20,,,,,67.5
0,7000,VOLCANIC_ROCK_VOUCHER_10500,66,12,,,,,67,12,,,,,66.5
0,7100,VOLCANIC_ROCK_VOUCHER_10500,68,14,,,,,69,14,,,,,68.5
0,7200,VOLCANIC_ROCK_VOUCHER_10500,69,28,,,,,70,13,,,,,69.5
0,7300,VOLCANIC_ROCK_VOUCHER_10500,69,20,,,,,70,20,,,,,69.5
0,7400,VOLCANIC_ROCK_VOUCHER_10500,69,12,,,,,70,12,,,,,69.5
0,7500,VOLCANIC_ROCK_VOUCHER_10500,70,11,,,,,71,11,,,,,70.5
0,7600,VOLCANIC_ROCK_VOUCHER_10500,70,12,,,,,71,12,,,,,70.5
0,7700,VOLCANIC_ROCK_VOUCHER_10500,68,15,,,,,69,15,,,,,68.5
0,7800,VOLCANIC_ROCK_VOUCHER_10500,70,13,,,,,71,13,,,,,70.5
0,7900,VOLCANIC_ROCK_VOUCHER_10500,73,6,,,,,74,16,,,,,73.5
0,8000,VOLCANIC_ROCK_VOUCHER_10500,71,7,,,,,72,17,,,,,71.5
0,8100,VOLCANIC_ROCK_VOUCHER_10500,73,27,,,,,74,15,,,,,73.5
0,8200,VOLCANIC_ROCK_VOUCHER_10500,74,11,,,,,75,11,,,,,74.5
0,8300,VOLCANIC_ROCK_VOUCHER_10500,70,18,,,,,71,18,,,,,70.5
0,8400,VOLCANIC_ROCK_VOUCHER_10500,71,17,,,,,72,17,,,,,71.5
0,8500,VOLCANIC_ROCK_VOUCHER_10500,72,11,,,,,73,11,,,,,72.5
0,8600,VOLCANIC_ROCK_VOUCHER_10500,70,13,,,,,71,13,,,,,70.5
0,8700,VOLCANIC_ROCK_VOUCHER_10500,68,14,,,,,69,14,,,,,68.5
0,8800,VOLCANIC_ROCK_VOUCHER_10500,66,15,,,,,67,15,,,,,66.5
0,8900,VOLCANIC_ROCK_VOUCHER_10500,66,12,,,,,67,12,,,,,66.5
0,9000,VOLCANIC_ROCK_VOUCHER_10500,66,10,,,,,67,10,,,,,66.5
0,9100,VOLCANIC_ROCK_VOUCHER_10500,63,20,,,,,64,20,,,,,63.5
0,9200,VOLCANIC_ROCK_VOUCHER_10500,63,20,,,,,64,20,,,,,63.5
0,9300,VOLCANIC_ROCK_VOUCHER_10500,62,10,,,,,63,10,,,,,62.5
0,9400,VOLCANIC_ROCK_VOUCHER_10500,63,17,,,,,64,17,,,,,63.5
0,9500,VOLCANIC_ROCK_VOUCHER_10500,63,15,,,,,64,15,,,,,63.5
0,9600,VOLCANIC_ROCK_VOUCHER_10500,66,12,,,,,67,12,,,,,66.5
0,9700,VOLCANIC_ROCK_VOUCHER_10500,63,18,,,,,64,18,,,,,63.5
0,9800,VOLCANIC_ROCK_VOUCHER_10500,64,13,,,,,65,13,,,,,64.5
0,9900,VOLCANIC_ROCK_VOUCHER_10500,63,13,,,,,64,13,,,,,63.5
0,10000,VOLCANIC_ROCK_VOUCHER_10500,61,21,,,,,62,21,,,,,61.5
0,10100,VOLCANIC_ROCK_VOUCHER_10500,63,22,,,,,64,10,,,,,63.5
0,10200,VOLCANIC_ROCK_VOUCHER_10500,61,13,,,,,62,13,,,,,61.5
0,10300,VOLCANIC_ROCK_VOUCHER_10500,62,20,,,,,63,20,,,,,62.5
0,10400,VOLCANIC_ROCK_VOUCHER_10500,63,16,,,,,64,16,,,,,63.5
0,10500,VOLCANIC_ROCK_VOUCHER_10500,63,20,,,,,64,20,,,,,63.5
0,10600,VOLCANIC_ROCK_VOUCHER_10500,65,18,,,,,66,18,,,,,65.5
0,10700,VOLCANIC_ROCK_VOUCHER_10500,64,14,,,,,65,14,,,,,64.5
0,10800,VOLCANIC_ROCK_VOUCHER_10500,66,18,,,,,67,18,,,,,66.5
0,10900,VOLCANIC_ROCK_VOUCHER_10500,67,12,,,,,69,12,,,,,68
0,11000,VOLCANIC_ROCK_VOUCHER_10500,71,15,,,,,72,15,,,,,71.5
0,11100,VOLCANIC_ROCK_VOUCHER_10500,68,20,,,,,69,20,,,,,68.5
0,11200,VOLCANIC_ROCK_VOUCHER_10500,71,12,,,,,72,12,,,,,71.5
0,11300,VOLCANIC_ROCK_VOUCHER_10500,69,11,,,,,70,11,,,,,69.5
0,11400,VOLCANIC_ROCK_VOUCHER_10500,72,15,,,,,73,15,,,,,72.5
0,11500,VOLCANIC_ROCK_VOUCHER_10500,71,18,,,,,72,18,,,,,71.5
0,11600,VOLCANIC_ROCK_VOUCHER_10500,70,12,,,,,71,12,,,,,70.5
0,11700,VOLCANIC_ROCK_VOUCHER_10500,68,15,,,,,69,15,,,,,68.5
0,11800,VOLCANIC_ROCK_VOUCHER_10500,67,19,,,,,68,19,,,,,67.5
0,11900,VOLCANIC_ROCK_VOUCHER_10500,64,17,,,,,65,17,,,,,64.5
0,12000,VOLCANIC_ROCK_VOUCHER_10500,65,13,,,,,66,13,,,,,65.5
0,12100,VOLCANIC_ROCK_VOUCHER_10500,65,20,,,,,66,20,,,,,65.5
0,12200,VOLCANIC_ROCK_VOUCHER_10500,,,,,,,64,6,65,14,,,64
0,12300,VOLCANIC_ROCK_VOUCHER_10500,66,15,,,,,67,15,,,,,66.5
0,12400,VOLCANIC_ROCK_VOUCHER_10500,67,12,,,,,68,12,,,,,67.5
0,12500,VOLCANIC_ROCK_VOUCHER_10500,65,18,,,,,66,18,,,,,65.5
0,12600,VOLCANIC_ROCK_VOUCHER_10500,62,13,,,,,63,13,,,,,62.5
0,12700,VOLCANIC_ROCK_VOUCHER_10500,63,22,,,,,64,22,,,,,63.5
0,12800,VOLCANIC_ROCK_VOUCHER_10500,65,14,,,,,66,14,,,,,65.5
0,12900,VOLCANIC_ROCK_VOUCHER_10500,63,15,,,,,64,15,,,,,63.5
0,13000,VOLCANIC_ROCK_VOUCHER_10500,63,11,,,,,64,11,,,,,63.5
0,13100,VOLCANIC_ROCK_VOUCHER_10500,62,22,,,,,63,22,,,,,62.5
0,13200,VOLCANIC_ROCK_VOUCHER_10500,59,16,,,,,60,16,,,,,59.5
0,13300,VOLCANIC_ROCK_VOUCHER_10500,58,17,,,,,59,17,,,,,58.5
0,13400,VOLCANIC_ROCK_VOUCHER_10500,58,15,,,,,59,15,,,,,58.5
0,13500,VOLCANIC_ROCK_VOUCHER_10500,57,17,,,,,58,17,,,,,57.5
0,13600,VOLCANIC_ROCK_VOUCHER_10500,55,19,,,,,56,19,,,,,55.5
0,13700,VOLCANIC_ROCK_VOUCHER_10500,55,21,,,,,56,21,,,,,55.5
0,13800,VOLCANIC_ROCK_VOUCHER_10500,47,13,,,,,48,13,,,,,47.5
0,13900,VOLCANIC_ROCK_VOUCHER_10500,50,20,,,,,51,20,,,,,50.5
0,14000,VOLCANIC_ROCK_VOUCHER_10500,46,14,,,,,47,14,,,,,46.5
0,14100,VOLCANIC_ROCK_VOUCHER_10500,51,22,,,,,52,22,,,,,51.5
0,14200,VOLCANIC_ROCK_VOUCHER_10500,55,12,,,,,56,12,,,,,55.5
0,14300,VOLCANIC_ROCK_VOUCHER_10500,51,22,,,,,52,22,,,,,51.5
0,14400,VOLCANIC_ROCK_VOUCHER_10500,54,17,,,,,55,17,,,,,54.5
0,14500,VOLCANIC_ROCK_VOUCHER_10500,55,22,,,,,56,15,,,,,55.5
0,14600,VOLCANIC_ROCK_VOUCHER_10500,54,31,,,,,55,11,,,,,54.5
0,14700,VOLCANIC_ROCK_VOUCHER_10500,59,13,,,,,60,13,,,,,59.5
0,14800,VOLCANIC_ROCK_VOUCHER_10500,56,35,,,,,57,16,,,,,56.5
0,14900,VOLCANIC_ROCK_VOUCHER_10500,58,17,,,,,59,17,,,,,58.5
0,15000,VOLCANIC_ROCK_VOUCHER_10500,62,14,,,,,63,14,,,,,62.5
0,15100,VOLCANIC_ROCK_VOUCHER_10500,63,28,,,,,64,15,,,,,63.5
0,15200,VOLCANIC_ROCK_VOUCHER_10500,65,13,,,,,66,13,,,,,65.5
0,15300,VOLCANIC_ROCK_VOUCHER_10500,67,16,,,,,68,16,,,,,67.5
0,15400,VOLCANIC_ROCK_VOUCHER_10500,67,35,,,,,68,22,,,,,67.5
0,15500,VOLCANIC_ROCK_VOUCHER_10500,68,15,,,,,69,15,,,,,68.5
0,15600,VOLCANIC_ROCK_VOUCHER_10500,69,19,,,,,70,19,,,,,69.5
0,15700,VOLCANIC_ROCK_VOUCHER_10500,70,14,,,,,71,14,,,,,70.5
0,15800,VOLCANIC_ROCK_VOUCHER_10500,,,,,,,75,6,76,12,,,75
0,15900,VOLCANIC_ROCK_VOUCHER_10500,80,20,,,,,81,20,,,,,80.5
0,16000,VOLCANIC_ROCK_VOUCHER_10500,77,18,,,,,78,18,,,,,77.5
0,16100,VOLCANIC_ROCK_VOUCHER_10500,75,15,,,,,76,15,,,,,75.5
0,16200,VOLCANIC_ROCK_VOUCHER_10500,81,10,,,,,82,10,,,,,81.5
0,16300,VOLCANIC_ROCK_VOUCHER_10500,79,18,,,,,80,18,,,,,79.5
0,16400,VOLCANIC_ROCK_VOUCHER_10500,78,16,,,,,79,16,,,,,78.5
0,16500,VOLCANIC_ROCK_VOUCHER_10500,80,38,,,,,81,22,,,,,80.5
0,16600,VOLCANIC_ROCK_VOUCHER_10500,80,19,,,,,81,19,,,,,80.5
0,16700,VOLCANIC_ROCK_VOUCHER_10500,82,17,,,,,83,17,,,,,82.5
0,16800,VOLCANIC_ROCK_VOUCHER_10500,84,16,,,,,85,16,,,,,84.5
0,16900,VOLCANIC_ROCK_VOUCHER_10500,86,20,,,,,87,20,,,,,86.5
0,17000,VOLCANIC_ROCK_VOUCHER_10500,84,20,,,,,85,20,,,,,84.5
0,17100,VOLCANIC_ROCK_VOUCHER_10500,87,15,,,,,88,15,,,,,87.5
0,17200,VOLCANIC_ROCK_VOUCHER_10500,85,12,,,,,86,12,,,,,85.5
0,17300,VOLCANIC_ROCK_VOUCHER_10500,87,11,,,,,88,11,,,,,87.5
0,17400,VOLCANIC_ROCK_VOUCHER_10500,86,14,,,,,87,14,,,,,86.5
0,17500,VOLCANIC_ROCK_VOUCHER_10500,86,12,,,,,87,12,,,,,86.5
0,17600,VOLCANIC_ROCK_VOUCHER_10500,83,20,,,,,84,20,,,,,83.5
0,17700,VOLCANIC_ROCK_VOUCHER_10500,84,13,,,,,85,13,,,,,84.5
0,17800,VOLCANIC_ROCK_VOUCHER_10500,83,15,,,,,84,15,,,,,83.5
0,17900,VOLCANIC_ROCK_VOUCHER_10500,,,,,,,81,5,82,14,,,81
0,18000,VOLCANIC_ROCK_VOUCHER_10500,79,15,,,,,80,15,,,,,79.5
0,18100,VOLCANIC_ROCK_VOUCHER_10500,75,10,,,,,76,10,,,,,75.5
0,18200,VOLCANIC_ROCK_VOUCHER_10500,78,12,,,,,79,12,,,,,78.5
0,18300,VOLCANIC_ROCK_VOUCHER_10500,78,28,,,,,79,12,,,,,78.5
0,18400,VOLCANIC_ROCK_VOUCHER_10500,81,14,,,,,82,14,,,,,81.5
0,18500,VOLCANIC_ROCK_VOUCHER_10500,81,20,,,,,82,20,,,,,81.5
0,18600,VOLCANIC_ROCK_VOUCHER_10500,80,14,,,,,81,14,,,,,80.5
0,18700,VOLCANIC_ROCK_VOUCHER_10500,77,18,,,,,78,18,,,,,77.5
0,18800,VOLCANIC_ROCK_VOUCHER_10500,79,19,,,,,80,19,,,,,79.5
0,18900,VOLCANIC_ROCK_VOUCHER_10500,81,18,,,,,82,18,,,,,81.5
0,19000,VOLCANIC_ROCK_VOUCHER_10500,81,16,,,,,82,16,,,,,81.5
0,19100,VOLCANIC_ROCK_VOUCHER_10500,81,17,,,,,82,17,,,,,81.5
0,19200,VOLCANIC_ROCK_VOUCHER_10500,79,11,,,,,80,11,,,,,79.5
0,19300,VOLCANIC_ROCK_VOUCHER_10500,80,19,,,,,81,19,,,,,80.5
0,19400,VOLCANIC_ROCK_VOUCHER_10500,80,17,,,,,81,17,,,,,80.5
0,19500,VOLCANIC_ROCK_VOUCHER_10500,81,12,,,,,82,12,,,,,81.5
0,19600,VOLCANIC_ROCK_VOUCHER_10500,80,22,,,,,81,22,,,,,80.5
0,19700,VOLCANIC_ROCK_VOUCHER_10500,78,17,,,,,79,17,,,,,78.5
0,19800,VOLCANIC_ROCK_VOUCHER_10500,78,9,,,,,79,19,,,,,78.5
0,19900,VOLCANIC_ROCK_VOUCHER_10500,78,20,,,,,79,20,,,,,78.5
