product,day,ema_window,horizon,n,alpha,beta,corr,t_beta,r2,rmse,mae,hit_rate,mean_abs_residual,mean_abs_future_change,mean_reversion_score
HYDROGEL_PACK,day_all,10,1,29997,0.0005291664016156403,-0.019387583335666918,-0.026562870523969842,-4.602064579122902,0.0007055860904733313,1.9549382928774084,1.530626289032351,0.409562231187277,2.141476790327229,1.5234190085675234,0.019387583335666918
HYDROGEL_PACK,day_all,20,1,29997,0.0005608884541374285,-0.0114266339382544,-0.023103474367950672,-4.0023739770545195,0.000533770527870514,1.9551063486482059,1.5297581228149886,0.4088287267028973,3.1691383206568164,1.5234190085675234,0.0114266339382544
HYDROGEL_PACK,day_all,30,1,29997,0.0005895511317118391,-0.008483190439942747,-0.021219255075702114,-3.6758041237060537,0.0004502567859677731,1.9551880296652862,1.529277447619635,0.40941521637660866,3.9289080859091468,1.5234190085675234,0.008483190439942747
HYDROGEL_PACK,day_all,50,1,29997,0.0006457988053142016,-0.00601902943343466,-0.01947325561466861,-3.3732253645256103,0.00037920768423416185,1.9552575168947672,1.5287877512917298,0.4075284232987697,5.091020335873458,1.5234190085675234,0.00601902943343466
HYDROGEL_PACK,day_all,75,1,29997,0.000715092144205024,-0.004846810605376308,-0.01905617652974891,-3.3009509356323936,0.0003631378639330496,1.9552732331098073,1.5286199444364479,0.4089287500416764,6.17955274066495,1.5234190085675234,0.004846810605376308
HYDROGEL_PACK,day_all,100,1,29997,0.0007841296778452952,-0.0043364401573417755,-0.019451486671254445,-3.369453044005686,0.000378360333722072,1.9552583456030734,1.5286705220884198,0.4098956423165405,7.040698749803988,1.5234190085675234,0.0043364401573417755
HYDROGEL_PACK,day_all,125,1,29997,0.0008534598180765373,-0.004073347412397527,-0.020145716928694626,-3.489757967891621,0.0004058499105711322,1.9552314606338266,1.5288079828541161,0.4102957356716567,7.75940380084691,1.5234190085675234,0.004073347412397527
HYDROGEL_PACK,day_all,150,1,29997,0.0009228384470004951,-0.00391564659140594,-0.020906923812599964,-3.6216752519787696,0.0004370994633059455,1.9552008979368702,1.528970533760991,0.4105821164232847,8.37630508519748,1.5234190085675234,0.00391564659140594
HYDROGEL_PACK,day_all,175,1,29997,0.000991752538965366,-0.003806104372500845,-0.02163255249985033,-3.747432691340892,0.0004679673276589691,1.9551707080698695,1.5291339597692726,0.4114960157370053,8.921225681821955,1.5234190085675234,0.003806104372500845
HYDROGEL_PACK,day_all,200,1,29997,0.001059701578992441,-0.00371981816924239,-0.022283057082729183,-3.860175534311764,0.0004965346329522946,1.9551427678159385,1.5292823529703117,0.4128630013669856,9.406119118631267,1.5234190085675234,0.00371981816924239
HYDROGEL_PACK,day_all,250,1,29997,0.0011912264901726055,-0.0035781133026446224,-0.023333612398974097,-4.042263984425025,0.0005444574675856906,1.9550958959891154,1.5295159811313492,0.41239622578601676,10.23974230918838,1.5234190085675234,0.0035781133026446224
HYDROGEL_PACK,day_all,300,1,29997,0.001315618076686063,-0.003455709609542124,-0.024097680609045567,-4.174705179324412,0.0005806982107355863,1.9550604493046468,1.5296854395377049,0.4133493365339735,10.947426082733422,1.5234190085675234,0.003455709609542124
HYDROGEL_PACK,day_0,10,1,9999,-0.004755927267641906,-0.03264801494910055,-0.043652121501566374,-4.368721620309632,0.0019055077115874841,1.9653612920878034,1.5392718077340761,0.41172351705511656,2.099181113451388,1.527952795279528,0.03264801494910055
HYDROGEL_PACK,day_0,20,1,9999,-0.0048353440092831846,-0.019493890931978643,-0.03815790572947471,-3.817998726206577,0.0014560257696594192,1.9658037827449486,1.538213295995016,0.4104231269380814,3.0857033620812286,1.527952795279528,0.019493890931978643
HYDROGEL_PACK,day_0,30,1,9999,-0.004842072727754589,-0.01395987225163795,-0.033751428620632525,-3.376560320110534,0.0011391589339335706,1.9661156611560788,1.5372428639767401,0.40828165633126623,3.822700149040356,1.527952795279528,0.01395987225163795
HYDROGEL_PACK,day_0,50,1,9999,-0.004809054410548146,-0.00896571225369006,-0.028105536231028606,-2.81124255779161,0.0007899211668336292,1.9664593435825681,1.535908336479879,0.4050215064519356,4.987615380346114,1.527952795279528,0.00896571225369006
HYDROGEL_PACK,day_0,75,1,9999,-0.004777541727913331,-0.0065352307242921084,-0.024982475231475558,-2.4986526142282677,0.0006241240686912786,1.9666224823139942,1.5351219687687556,0.40122036610983297,6.110173830110823,1.527952795279528,0.0065352307242921084
