product,day,ema_window,horizon,n,alpha,beta,corr,t_beta,r2,rmse,mae,hit_rate,mean_abs_residual,mean_abs_future_change,mean_reversion_score
HYDROGEL_PACK,day_all,10,1,29997,0.0005291664016156403,-0.019387583335666918,-0.026562870523969842,-4.602064579122902,0.0007055860904733313,1.9549382928774084,1.530626289032351,0.409562231187277,2.141476790327229,1.5234190085675234,0.019387583335666918
HYDROGEL_PACK,day_all,10,5,29985,0.002186763907357179,-0.0374279578687956,-0.023670613588395544,-4.0998574753415395,0.0005602979476513337,4.2345382317209594,3.3672650531682122,0.4617257596477769,2.1410047936230376,3.36181424045356,0.0374279578687956
HYDROGEL_PACK,day_all,10,10,29970,0.005364129323685403,-0.06492956955513635,-0.029290784066877233,-5.072782695064477,0.0008579500312523303,5.936097263213929,4.73134113714783,0.47330307682039646,2.1412349599738842,4.725258591925258,0.06492956955513635
HYDROGEL_PACK,day_all,10,20,29940,0.009557996835178313,-0.07038109717971999,-0.0227702838922486,-3.940873135357615,0.0005184858285336436,8.277852623596383,6.646046171376042,0.47822020309994656,2.141109591334148,6.640430861723447,0.07038109717971999
HYDROGEL_PACK,day_all,10,30,29910,0.019747739467206125,-0.08839191631038149,-0.023462343459597634,-4.0586784211590565,0.0005504815606162117,10.087862681535269,8.131988769366222,0.48184310840633987,2.1407485688791175,8.128435305917753,0.08839191631038149
HYDROGEL_PACK,day_all,10,50,29850,0.040565331053640886,-0.1066115042680645,-0.02214659516814833,-3.8271115038935672,0.0004904716775421258,12.892600198254257,10.411308463655091,0.49356697714936676,2.141267262491921,10.412043551088777,0.1066115042680645
HYDROGEL_PACK,day_all,10,70,29790,0.0870074166581593,-0.1589890615630015,-0.028102202009098496,-4.852131698724588,0.0007897337577602581,15.141195870547325,12.167507749602379,0.49476264016652116,2.1404279882292725,12.169167505874455,0.1589890615630015
HYDROGEL_PACK,day_all,10,80,29760,0.11019735394189119,-0.18320389932024603,-0.03041938158699101,-5.249927165454945,0.0009253387761349874,16.120449084550344,12.954872055232045,0.4957655598870816,2.140977096463349,12.955208333333333,0.18320389932024603
HYDROGEL_PACK,day_all,10,90,29730,0.13729328285428183,-0.23026652382076296,-0.03621199441917968,-6.2477008236438385,0.0013113085398147595,17.015324811547597,13.660979417232392,0.5029940119760479,2.140878597350832,13.665539858728557,0.23026652382076296
HYDROGEL_PACK,day_all,10,100,29700,0.159349648902169,-0.27379248620087066,-0.041103795254580015,-7.08945271792856,0.0016895219843302556,17.821933280978367,14.276407870154735,0.5030980603448276,2.141175278817697,14.281195286195286,0.27379248620087066
HYDROGEL_PACK,day_all,10,110,29670,0.17842918237680205,-0.3229731859051873,-0.04656535781317496,-8.029313929967604,0.002168332548269092,18.553729884858292,14.836999552364993,0.5073147711184521,2.141348302328169,14.850235928547354,0.3229731859051873
HYDROGEL_PACK,day_all,10,120,29640,0.19655591889298654,-0.3388469035037821,-0.047170057966789296,-8.129700583427695,0.002225014368590239,19.22292078206989,15.376515960103438,0.5093467404508031,2.1424021052828097,15.395529689608637,0.3388469035037821
HYDROGEL_PACK,day_all,10,130,29610,0.21288616942202515,-0.33726045792539755,-0.04543429073613567,-7.8259488254355,0.002064274774695729,19.861222785443303,15.890329084824621,0.5037492400189151,2.142246019824195,15.898564674096589,0.33726045792539755
