product,day,n_tick,n,alpha,beta,corr,t_beta,r2,rmse,mae,bounce_hit_rate,mean_abs_past_change,mean_abs_future_change,mean_reversion_score
HYDROGEL_PACK,day_all,1,29994,0.00035078417128201085,-0.04010926411020264,-0.04011013782056406,-6.95194777297963,0.0016088231559847621,1.9540671603220594,1.5334053178887836,0.41325038111326273,1.5234713609388544,1.523438020937521,0.04010926411020264
HYDROGEL_PACK,day_all,5,29970,0.0014309708308734776,-0.01699275496646958,-0.016984564940580496,-2.9406677424505037,0.0002884754462207928,4.235788149888673,3.366724147735255,0.4626195517266555,3.360894227560894,3.3625625625625624,0.01699275496646958
HYDROGEL_PACK,day_all,10,29940,0.0018655408832639415,-0.028116345331515094,-0.028120693866718664,-4.867536386925506,0.0007907734235458319,5.9361350801800965,4.731655433239534,0.4704458054408204,4.725918503674015,4.725567802271209,0.028116345331515094
HYDROGEL_PACK,day_all,20,29880,0.00901500824152582,-0.019780743761319195,-0.019771240474951515,-3.4181772529992456,0.0003909019499181987,8.281959244991928,6.646667988785054,0.4797186154761488,6.640595716198126,6.64295515394913,0.019780743761319195
HYDROGEL_PACK,day_all,30,29820,0.01743410735397159,-0.02657535208068551,-0.0265581591874292,-4.587651724797201,0.0007053358194250015,10.094381341695275,8.138696911352937,0.48847237194422227,8.127213279678069,8.136435278336688,0.02657535208068551
HYDROGEL_PACK,day_all,50,29700,0.06598985847354144,-0.04334235009354845,-0.043328450505644864,-7.473857363906587,0.00187735462322014,12.885081302492763,10.394543210005228,0.5059540293547494,10.401952861952863,10.409208754208754,0.04334235009354845
HYDROGEL_PACK,day_all,75,29550,0.1115029887867476,-0.08946206362332491,-0.08921315747713664,-15.396717525963771,0.00795898746704038,15.601613967178523,12.52124948692278,0.5137617859123683,12.533688663282572,12.56876480541455,0.08946206362332491
HYDROGEL_PACK,day_all,100,29400,0.15849781699120782,-0.12880555169229974,-0.12826116494301731,-22.174613356452998,0.01645092643253987,17.74829940013278,14.220126265414253,0.5280836430581125,14.250306122448979,14.343945578231292,0.12880555169229974
HYDROGEL_PACK,day_all,125,29250,0.23152031236879067,-0.18263881514552427,-0.18163160104481274,-31.588137824048605,0.03299003849810189,19.321968907382438,15.511600563585182,0.5369188378500924,15.588649572649572,15.721709401709402,0.18263881514552427
HYDROGEL_PACK,day_all,150,29100,0.3649109577051099,-0.23768778289642525,-0.2364287276451816,-41.50710856411624,0.055898543255919475,20.581139377403215,16.544475381256646,0.5593830873609849,16.883470790378006,16.998024054982817,0.23768778289642525
HYDROGEL_PACK,day_all,175,28950,0.49757011015384955,-0.2530390304966331,-0.25189277159065226,-44.28529026183658,0.06344996837962036,21.83316486283797,17.65545363456925,0.5709321914923488,18.165993091537132,18.295924006908464,0.2530390304966331
HYDROGEL_PACK,day_all,200,28800,0.6586919390238601,-0.2548077889096908,-0.2540146143654727,-44.568027036477915,0.06452342431123981,22.849466814883158,18.47449491417381,0.576086573372343,19.022986111111113,19.14564236111111,0.2548077889096908
HYDROGEL_PACK,day_all,250,28500,0.9178681369500921,-0.22952212576363987,-0.22995004844173506,-39.88756368098019,0.05287702477835632,24.404548443379593,19.48819111236532,0.5776353276353277,20.253105263157895,20.164578947368422,0.22952212576363987
HYDROGEL_PACK,day_all,300,28200,1.2184142421687145,-0.19260253011737385,-0.19478474981833013,-33.34749943756195,0.03794109876178953,25.494634861176237,20.21414194290268,0.5656315146287111,20.95700354609929,20.686507092198582,0.19260253011737385
HYDROGEL_PACK,day_0,1,9998,-0.004416783479978615,-0.05140479125776645,-0.05140479125776644,-5.146254791902612,0.0026424525642545493,1.9647338426216112,1.5406186562580262,0.41828842315369263,1.5281056211242248,1.5281056211242248,0.05140479125776645
HYDROGEL_PACK,day_0,5,9990,-0.022796192778023545,-0.03353196404944559,-0.03348716769104643,-3.3485849981053253,0.0011213903999682806,4.181839479782671,3.3115640934068002,0.470898888766641,3.300900900900901,3.305005005005005,0.03353196404944559
HYDROGEL_PACK,day_0,10,9980,-0.04107382731791425,-0.05467282263810451,-0.054642711430815276,-5.466424131573738,0.0029858259125113973,5.806770008393214,4.60200782419455,0.4748170469220835,4.591182364729459,4.593687374749499,0.05467282263810451
HYDROGEL_PACK,day_0,20,9960,-0.062396366426239594,-0.01134400333059404,-0.011320617941435388,-1.1297543578636822,0.00012815639057595085,7.996138490627008,6.414575730031172,0.47682258744205647,6.3986947791164654,6.41214859437751,0.01134400333059404
HYDROGEL_PACK,day_0,30,9940,-0.08089544019249208,-0.0036343867013345034,-0.0036267600577556103,-0.3615523399032001,1.3153388516595754e-05,9.729350081279211,7.833318453720538,0.4727215719063545,7.811468812877264,7.832394366197183,0.0036343867013345034
HYDROGEL_PACK,day_0,50,9900,-0.1559068343325571,-0.003468685193227991,-0.0034586809293092064,-0.34410170271520507,1.1962473770887883e-05,12.52349407273706,10.218095590439972,0.47901771837115326,10.183535353535353,10.218484848484849,0.003468685193227991
HYDROGEL_PACK,day_0,75,9850,-0.2486647976853421,-0.07693214310612036,-0.07658083126414854,-7.622041901396049,0.005864623717107942,15.373233570400197,12.426088738054363,0.49624921858720566,12.35005076142132,12.413248730964467,0.07693214310612036
HYDROGEL_PACK,day_0,100,9800,-0.3096416430087733,-0.15208492456608044,-0.15167185799211141,-15.188938023506667,0.023004352506779013,17.48796482354519,14.177069105908313,0.5206534179585891,14.239183673469388,14.296020408163265,0.15208492456608044
HYDROGEL_PACK,day_0,125,9750,-0.30243578095901713,-0.23053744118681482,-0.22954490054835255,-23.28517712896394,0.05269086136775314,18.9568546463479,15.432943140166286,0.5390396659707725,15.624410256410256,15.737128205128204,0.23053744118681482
HYDROGEL_PACK,day_0,150,9700,-0.21017158759210994,-0.3131430197411583,-0.3110371030892016,-32.229077873541456,0.09674407949812269,19.929938652918338,16.29807630419612,0.5861236485777265,16.86139175257732,17.02180412371134,0.3131430197411583
HYDROGEL_PACK,day_0,175,9650,-0.055553932158155274,-0.346822770020022,-0.3452321177589879,-36.131628966223815,0.11918521513235569,20.815489718658522,17.134497032820786,0.5975365827981893,18.12523316062176,18.278238341968912,0.346822770020022
HYDROGEL_PACK,day_0,200,9600,0.12908405080988525,-0.34169736551540003,-0.34002391448826946,-35.42252060757474,0.11561626242392586,21.57154750151695,17.70671524544268,0.6184989429175476,18.79,18.940885416666667,0.34169736551540003
HYDROGEL_PACK,day_0,250,9500,0.4581778857864516,-0.30857257395263527,-0.30718147465382983,-31.458167132426382,0.09436045837050155,22.87699977473956,18.974918172429167,0.5966862640299305,19.715,19.788736842105262,0.30857257395263527
HYDROGEL_PACK,day_0,300,9400,0.6522477491809545,-0.243841231228144,-0.24301557303404026,-24.28678722994156,0.05905656873706311,23.784418610111047,19.66866514996565,0.5498864987568911,19.758297872340425,19.7943085106383,0.243841231228144
HYDROGEL_PACK,day_1,1,9998,0.005600972062004689,-0.03633670319859779,-0.036339120301894505,-3.635586421577041,0.0013205316643154497,1.9353986753500079,1.525240353007332,0.41468788249694,1.5163032606521305,1.5162032406481296,0.03633670319859779
HYDROGEL_PACK,day_1,5,9990,0.02699929758651631,-0.0026777144048071902,-0.0026775109956005023,-0.2675913598678415,7.169065131540364e-06,4.222028366049587,3.3742725784198724,0.4560313828048382,3.371971971971972,3.3722722722722724,0.0026777144048071902
HYDROGEL_PACK,day_1,10,9980,0.05286047595268189,-0.0019327490918177933,-0.0019326336923949643,-0.19305102301036842,3.735072989119459e-06,5.965445318252418,4.7767503125525845,0.4679172884246429,4.773446893787575,4.774498997995992,0.0019327490918177933
HYDROGEL_PACK,day_1,20,9960,0.10941837719502212,-0.009327635169611201,-0.009327303866611155,-0.9308100823147305,8.699859742000715e-05,8.434945324557768,6.738134990634261,0.476025600671493,6.73574297188755,6.736495983935743,0.009327635169611201
HYDROGEL_PACK,day_1,30,9940,0.1726723519983357,-0.032235754241479994,-0.032221236967415065,-3.2137883065730275,0.0010382081117102926,10.314016260897416,8.285818591416078,0.47781142320142006,8.279376257545271,8.28586519114688,0.032235754241479994
HYDROGEL_PACK,day_1,50,9900,0.37562789949739606,-0.06263178458543274,-0.06276500754047934,-6.2567447714170195,0.003939446171556504,13.152125449782297,10.73458091082708,0.5151076158940397,10.801363636363636,10.77919191919192,0.06263178458543274
HYDROGEL_PACK,day_1,75,9850,0.5860399912972525,-0.08619560997226425,-0.08643461166269478,-8.609741055828225,0.007470942093280697,15.77834563888224,12.802669818353007,0.5141759268875272,12.918883248730964,12.86761421319797,0.08619560997226425
HYDROGEL_PACK,day_1,100,9800,0.8250336219557827,-0.13772410171859403,-0.13748475236952998,-13.739377959098203,0.018902057134110972,17.951168071631553,14.335552236992802,0.5457199457825044,14.46204081632653,14.52484693877551,0.13772410171859403
HYDROGEL_PACK,day_1,125,9750,1.0453654254982576,-0.2085076408573874,-0.20750705015517237,-20.943442835597857,0.04305917586410113,19.540356911655657,15.522853274134432,0.5702928870292887,15.786564102564103,15.910410256410257,0.2085076408573874
HYDROGEL_PACK,day_1,150,9700,1.3172005119456554,-0.236262424848461,-0.2346348258230397,-23.770042205116614,0.05505350148900823,20.938099384820102,16.698702020906392,0.5720578980490875,17.007886597938143,17.167422680412372,0.236262424848461
HYDROGEL_PACK,day_1,175,9650,1.490489028027602,-0.20374906577511692,-0.20201802479772335,-20.260806881980503,0.04081128234317355,22.48328989963429,18.06033985039747,0.5736687013260366,18.2760103626943,18.524766839378238,0.20374906577511692
HYDROGEL_PACK,day_1,200,9600,1.680094011954147,-0.18316983454678507,-0.18145649149381535,-18.077281938864882,0.0329264583052451,23.607946691739595,18.933757460717214,0.5679169315532951,18.91375,19.261510416666667,0.18316983454678507
HYDROGEL_PACK,day_1,250,9500,1.8832380232163393,-0.15288058394936926,-0.15215443081565277,-15.003305818803153,0.02315097081683537,25.008897026749636,19.46009026217315,0.5807416907128353,19.911263157894737,20.013,0.15288058394936926
HYDROGEL_PACK,day_1,300,9400,2.1107829602215182,-0.16847095241195162,-0.16808355009998308,-16.529743813172637,0.028252079814213515,26.48902056428069,20.24764162537909,0.5694878706199461,20.72462765957447,20.812925531914892,0.16847095241195162
HYDROGEL_PACK,day_2,1,9998,-0.00020004000800160032,-0.03244713304687601,-0.03244713321539406,-3.245773365718284,0.0010528164538976537,1.9617248921421055,1.5344461803712086,0.40680272108843535,1.526005201040208,1.526005201040208,0.03244713304687601
HYDROGEL_PACK,day_2,5,9990,-0.0005823011916379814,-0.015234257961380476,-0.015233351102349534,-1.5225975082255108,0.00023205498580736172,4.301472069499649,3.4143128286877538,0.4609991235758107,3.40980980980981,3.4104104104104103,0.015234257961380476
HYDROGEL_PACK,day_2,10,9980,-0.008529516811856043,-0.029180740589223177,-0.029210644634119553,-2.919095165221971,0.0008532617599408265,6.029519158218124,4.814837560675724,0.46865037194473963,4.81312625250501,4.808517034068136,0.029180740589223177
HYDROGEL_PACK,day_2,20,9960,-0.020770668758438877,-0.03808090582831243,-0.03810055398540139,-3.8048084956398505,0.0014516522139946808,8.404381873653682,6.784972302640694,0.486282722513089,6.787349397590361,6.780220883534136,0.03808090582831243
HYDROGEL_PACK,day_2,30,9940,-0.03694332971527985,-0.04177556882199333,-0.04179588862779574,-4.170256086517306,0.0017468963061869625,10.224308797046898,8.279507055384702,0.5147732001664586,8.29079476861167,8.291046277665997,0.04177556882199333
HYDROGEL_PACK,day_2,50,9900,-0.013694803717799681,-0.06096152091518512,-0.06094282077604217,-6.074412336309311,0.0037140274041408405,12.951692064432962,10.186263195257126,0.5238692155019326,10.220959595959595,10.229949494949494,0.06096152091518512
HYDROGEL_PACK,day_2,75,9850,-0.006425944011482379,-0.10604884694502259,-0.10535234739058248,-10.513367710536269,0.01109911710070588,15.63526913631398,12.309890338474576,0.5308180022866645,12.332131979695431,12.425431472081218,0.10604884694502259
HYDROGEL_PACK,day_2,100,9800,-0.027565793805689357,-0.09795569654558135,-0.09716504045661714,-9.66359207899947,0.009441045086936106,17.769282464237374,14.118890759028336,0.517888807760509,14.04969387755102,14.210969387755101,0.09795569654558135
HYDROGEL_PACK,day_2,125,9750,-0.004778077829048821,-0.10879278913410939,-0.10800705308206357,-10.726496721017751,0.011665523515471787,19.356561584243572,15.467701396987923,0.5013115098100934,15.354974358974358,15.517589743589744,0.10879278913410939
