product,day,rolling_window,horizon,n,alpha,beta,corr,t_beta,r2,rmse,mae,hit_rate,mean_abs_residual,mean_abs_future_change,mean_reversion_score
VELVETFRUIT_EXTRACT,day_all,10,1,29970,0.0018525742395473469,-0.022126679705814216,-0.03534079093507446,-6.121763182781023,0.0012489715039166738,0.9987943472521086,0.7689918083729911,0.3757137547724432,1.273068068068073,0.7622789456122789,0.022126679705814216
VELVETFRUIT_EXTRACT,day_all,20,1,29940,0.0015260289441541893,-0.01010571970901669,-0.023678797074580604,-4.098196830788863,0.0005606854308992659,0.99920934115274,0.7670321408376636,0.37364075714861056,1.865147795591182,0.7623246492985972,0.01010571970901669
VELVETFRUIT_EXTRACT,day_all,30,1,29910,0.001456644733219159,-0.006131490535923765,-0.017840270660530195,-3.085774945260027,0.0003182752572411518,0.9992339054179669,0.7658062372798365,0.3713174917049301,2.3098785244622757,0.7622032764961552,0.006131490535923765
VELVETFRUIT_EXTRACT,day_all,50,1,29850,0.0015485508909468988,-0.0035889410183723497,-0.013675793441043265,-2.362929514132656,0.0001870273262422062,0.9992813783326387,0.7648998551599606,0.3698933386999396,3.022220435510891,0.7620938023450586,0.0035889410183723497
VELVETFRUIT_EXTRACT,day_all,75,1,29775,0.0017899023688482533,-0.003079020636090602,-0.014346498627473578,-2.4757222403412626,0.00020582202286789641,0.9993793034840684,0.7652173006454246,0.368159371115665,3.713278253568433,0.7622670025188917,0.003079020636090602
VELVETFRUIT_EXTRACT,day_all,100,1,29700,0.0023969156692967477,-0.0028963370855223662,-0.015439536306900876,-2.6610291016763683,0.00023837928137204756,0.9993775366528633,0.7653734349587552,0.3668328169203826,4.2848468013468,0.7621717171717172,0.0028963370855223662
VELVETFRUIT_EXTRACT,day_all,125,1,29625,0.002254170684734937,-0.0026886120122953496,-0.01586183337824643,-2.7303765379509333,0.00025159775811911533,0.9995051332284424,0.7656133904901536,0.3667758160888499,4.766139679324894,0.7623122362869198,0.0026886120122953496
VELVETFRUIT_EXTRACT,day_all,150,1,29550,0.002431531776166543,-0.0025121479924214594,-0.016088512746522038,-2.765897984335488,0.00025884024239475334,0.9993310339753927,0.765532213065311,0.3674091124500711,5.175764579808235,0.7621827411167512,0.0025121479924214594
VELVETFRUIT_EXTRACT,day_all,175,1,29475,0.002274692722778184,-0.002361291805187411,-0.016186118253470154,-2.779148664037543,0.0002619904241154547,0.9995787422456378,0.7656867944462686,0.3679459771285079,5.536610105416212,0.7623409669211196,0.002361291805187411
VELVETFRUIT_EXTRACT,day_all,200,1,29400,0.00279322582228853,-0.0021858323515254303,-0.015901991394403594,-2.7268755917098866,0.0002528733303075459,0.9996282520828763,0.7657236356874013,0.36734485574305936,5.877672278911566,0.7624319727891157,0.0021858323515254303
VELVETFRUIT_EXTRACT,day_all,250,1,29250,0.0028554199002572256,-0.0019391388643822483,-0.015582539820486538,-2.6652568336346367,0.00024281554725713583,0.999777313771116,0.765566129262,0.3668968818380744,6.483476923076925,0.7623418803418803,0.0019391388643822483
VELVETFRUIT_EXTRACT,day_all,300,1,29100,0.002799604779430445,-0.0018292226202529036,-0.0159079233720088,-2.7139386050087486,0.0002530620260097205,0.99929503523208,0.7652482279061618,0.36829444310801057,7.013768041237112,0.7619587628865979,0.0018292226202529036
VELVETFRUIT_EXTRACT,day_0,10,1,9990,-0.00027916763217261507,-0.013756411685918428,-0.02236033746192653,-2.2352505886198513,0.000499984691411326,0.9952489440261609,0.7628524639648117,0.3717935719355166,1.288648648648654,0.7584084084084084,0.013756411685918428
VELVETFRUIT_EXTRACT,day_0,20,1,9980,-0.0003261914839342883,-0.007494967268207532,-0.017918516047355542,-1.790166893099775,0.00032107321733931826,0.9954970038278768,0.7622962654899098,0.3703069954705586,1.8985646292585177,0.7586172344689379,0.007494967268207532
VELVETFRUIT_EXTRACT,day_0,30,1,9970,-0.0002746233547678343,-0.005160712259527775,-0.015215817450778043,-1.5193211511722295,0.00023152110069524223,0.9957512625050751,0.7618702960761093,0.36551793429116847,2.34808926780341,0.7587261785356069,0.005160712259527775
VELVETFRUIT_EXTRACT,day_0,50,1,9950,0.0006522312929080743,-0.002753645872907992,-0.010615861444521642,-1.0588820907972032,0.00011269651420930948,0.9959280619960241,0.7608650991982198,0.36704911433172305,3.0798371859296543,0.758643216080402,0.002753645872907992
VELVETFRUIT_EXTRACT,day_0,75,1,9925,0.000687582749665456,-0.0021747739130091076,-0.01028269383046212,-1.0243570516876201,0.00010573379241129999,0.9959719712286133,0.7609882942018913,0.3651849611934281,3.7838045340050415,0.7588413098236776,0.0021747739130091076
VELVETFRUIT_EXTRACT,day_0,100,1,9900,0.001140644373060726,-0.0022519412084213513,-0.012217800297139121,-1.2156237150425155,0.0001492746441009718,0.9958131125061009,0.7611896199541818,0.3625063163213744,4.383952020202021,0.7586363636363637,0.0022519412084213513
VELVETFRUIT_EXTRACT,day_0,125,1,9875,0.0006764860535853402,-0.00248268823495254,-0.014876795423476629,-1.4783661961385264,0.00022131904207223219,0.9959451268195622,0.761924929016162,0.3646951590034434,4.874577417721519,0.7588354430379747,0.00248268823495254
VELVETFRUIT_EXTRACT,day_0,150,1,9850,0.00037934003037080427,-0.002548047078249386,-0.01648350754440871,-1.635997589366824,0.00027170602096682206,0.9957317609898211,0.7621153035502569,0.3661385334145846,5.264798646362099,0.758730964467005,0.002548047078249386
VELVETFRUIT_EXTRACT,day_0,175,1,9825,0.00048051211714069466,-0.002639660548595014,-0.018151473085042367,-1.7993079740453966,0.0003294759751569787,0.9962032313220868,0.7627013214065043,0.36834605597964376,5.590720465285354,0.7590330788804072,0.002639660548595014
VELVETFRUIT_EXTRACT,day_0,200,1,9800,0.0007141257743808222,-0.0027695540307870947,-0.02002416203768059,-1.9824861177855657,0.0004009670653111197,0.9962350249669973,0.7631395750027933,0.3664659659148893,5.892000255102045,0.7591326530612245,0.0027695540307870947
VELVETFRUIT_EXTRACT,day_0,250,1,9750,0.001210136259451591,-0.002980498294614379,-0.0232152679817688,-2.292706827442182,0.0005389486674652888,0.99650773888176,0.7638550212552705,0.36731972510001026,6.4017040000000005,0.7592307692307693,0.002980498294614379
VELVETFRUIT_EXTRACT,day_0,300,1,9700,0.0016587445632448956,-0.0028338673632287642,-0.023446236375255412,-2.309583314004314,0.0005497260001643411,0.9964465293249729,0.7637810997471475,0.3664948453608247,6.832131958762889,0.7590721649484536,0.0028338673632287642
VELVETFRUIT_EXTRACT,day_1,10,1,9990,0.00228018396716478,-0.027556151035966477,-0.04343332278625834,-4.344825587339134,0.0018864535282552275,0.9973026881111366,0.7704657840150315,0.37931733009217056,1.2551901901901976,0.7624624624624624,0.027556151035966477
VELVETFRUIT_EXTRACT,day_1,20,1,9980,0.0016844440378592238,-0.009578161850488267,-0.02226374873819956,-2.224475889348398,0.0004956745078774638,0.9980465633567434,0.7668762873888894,0.3757801489832897,1.844554108216433,0.7624248496993988,0.009578161850488267
VELVETFRUIT_EXTRACT,day_1,30,1,9970,0.001684044047563115,-0.0027868024491245875,-0.008199434949228196,-0.8186580540739381,6.723073348657849e-05,0.9981078649686534,0.7640354570402292,0.3689769640881199,2.327748244734202,0.7622868605817452,0.0027868024491245875
VELVETFRUIT_EXTRACT,day_1,50,1,9950,0.0013224856927443642,-0.00037937105424448145,-0.0014991090313538,-0.14952079477788113,2.247327887783257e-06,0.9982125096744043,0.7627496941623758,0.36408450704225354,3.126608040201008,0.7623115577889448,0.00037937105424448145
VELVETFRUIT_EXTRACT,day_1,75,1,9925,0.0019967742204912353,-0.0013465498327076618,-0.006553363610156087,-0.6528224587694276,4.294657460712781e-05,0.9982876433744914,0.7638941062045425,0.3651849611934281,3.882213937867342,0.7624181360201512,0.0013465498327076618
VELVETFRUIT_EXTRACT,day_1,100,1,9900,0.0022124122067666155,-0.0016021937494169955,-0.008898460973648019,-0.8853313025358015,7.918260769967933e-05,0.9983282086016685,0.7642516089690627,0.36401293190543543,4.480326262626263,0.7622727272727273,0.0016021937494169955
VELVETFRUIT_EXTRACT,day_1,125,1,9875,0.002600831530944948,-0.001433740517956868,-0.008811525605030048,-0.8755733546182497,7.764298348811316e-05,0.998742338986645,0.7648276820805687,0.3627709135102289,5.000034025316459,0.7628354430379747,0.001433740517956868
VELVETFRUIT_EXTRACT,day_1,150,1,9850,0.003358360016174959,-0.0013522675949680764,-0.009055394679100708,-0.8986678615259079,8.200017279402783e-05,0.9984046789399105,0.7646212429100085,0.36203919975627097,5.4634033840947565,0.7625380710659898,0.0013522675949680764
VELVETFRUIT_EXTRACT,day_1,175,1,9825,0.0037548751402622267,-0.0012081698969277838,-0.00869361130295449,-0.8616654968189312,7.557887748688152e-05,0.9983135264564363,0.7644167694510667,0.36007329736333094,5.891047909850961,0.7623918575063613,0.0012081698969277838
VELVETFRUIT_EXTRACT,day_1,200,1,9800,0.004258640941049721,-0.0011255210143164705,-0.008633501281393775,-0.8546176572798294,7.453734437601334e-05,0.9984741677084688,0.7644911145613639,0.36078791590120435,6.299367091836737,0.7624489795918368,0.0011255210143164705
VELVETFRUIT_EXTRACT,day_1,250,1,9750,0.003652647921029353,-0.0009546913499720865,-0.008161451820386743,-0.8058229758513633,6.660929581647768e-05,0.9979720367265154,0.7636968432647171,0.36123076923076924,6.989581948717949,0.7617948717948718,0.0009546913499720865
VELVETFRUIT_EXTRACT,day_1,300,1,9700,0.0030323416693337005,-0.001156176196666649,-0.010716016205953614,-1.0553569845188604,0.00011483300332637558,0.9960918606117055,0.7625939144434091,0.36354263326116093,7.558237457044671,0.7602061855670104,0.001156176196666649
VELVETFRUIT_EXTRACT,day_2,10,1,9990,0.0036782462661670767,-0.025463495574496862,-0.04048150931920571,-4.049040360291316,0.0016387525967610506,1.0036655812293196,0.7735631874326205,0.37602677213264374,1.2753653653653683,0.765965965965966,0.025463495574496862
VELVETFRUIT_EXTRACT,day_2,20,1,9980,0.0033201858594327084,-0.013381183876844458,-0.03096282960404378,-3.094358805475695,0.0009586968170890442,1.0040130766311635,0.7718708463683496,0.37483630502669485,1.8523246492985943,0.7659318637274549,0.013381183876844458
VELVETFRUIT_EXTRACT,day_2,30,1,9970,0.0030662417987064334,-0.010724514821517102,-0.03043314582004803,-3.039849421428513,0.0009261763645042054,1.0036853559361592,0.771334103067127,0.37946293875088,2.2537980608492143,0.7655967903711134,0.010724514821517102
VELVETFRUIT_EXTRACT,day_2,50,1,9950,0.0028318335047760133,-0.008308979298783915,-0.030072172894368112,-3.0007454809311214,0.0009043355825885113,1.0034552469672833,0.7709535419199349,0.37854699134634734,2.8602160804020116,0.7653266331658292,0.008308979298783915
VELVETFRUIT_EXTRACT,day_2,75,1,9925,0.002821021256799363,-0.006244132212358839,-0.02730385975515244,-2.7208680693490157,0.000745500757528994,1.003720378467931,0.7706845819083341,0.37410579345088163,3.473816288832917,0.7655415617128464,0.006244132212358839
VELVETFRUIT_EXTRACT,day_2,100,1,9900,0.0039546199943393204,-0.00522348314048332,-0.026122690577238067,-2.5997995350319596,0.0006823949629939374,1.003872494723504,0.7705904825569173,0.37397716941105164,3.9902621212121185,0.7656060606060606,0.00522348314048332
VELVETFRUIT_EXTRACT,day_2,125,1,9875,0.0035816477238479077,-0.004453150581187514,-0.02470709792439391,-2.4557203040338442,0.0006104406878454371,1.003731667727149,0.7700209744764782,0.37286075949367087,4.423807594936705,0.7652658227848101,0.004453150581187514
